0, 0, Header, 1, 3, 256
1, 0, Start_track
1, 0, Time_signature, 2, 2, 24, 8
1, 0, Key_signature, 0, "minor"
1, 0, Tempo, 500000
1, 0, Title_t, "Turkish March"
1, 0, Text_t, "Mozart"
1, 4096, Time_signature, 1, 2, 24, 8
1, 4352, Tempo, 500000
1, 4352, Tempo, 500000
1, 4352, Tempo, 500000
1, 4352, Time_signature, 2, 2, 24, 8
1, 20736, Time_signature, 1, 2, 24, 8
1, 21248, Time_signature, 2, 2, 24, 8
1, 41216, Time_signature, 1, 2, 24, 8
1, 41728, Time_signature, 2, 2, 24, 8
1, 49408, Time_signature, 1, 2, 24, 8
1, 49920, Time_signature, 2, 2, 24, 8
1, 65792, Time_signature, 1, 2, 24, 8
1, 66304, Time_signature, 2, 2, 24, 8
1, 66305, End_track
2, 0, Start_track
2, 0, Program_c, 0, 40
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 32
2, 0, Control_c, 0, 7, 100
2, 0, Title_t, "Violin"
2, 256, Note_on_c, 0, 59, 64
2, 320, Note_on_c, 0, 57, 62
2, 321, Note_off_c, 0, 59, 0
2, 384, Note_on_c, 0, 56, 73
2, 385, Note_off_c, 0, 57, 0
2, 448, Note_on_c, 0, 57, 75
2, 449, Note_off_c, 0, 56, 0
2, 512, Note_on_c, 0, 60, 78
2, 513, Note_off_c, 0, 57, 0
2, 755, Note_off_c, 0, 60, 0
2, 768, Note_on_c, 0, 62, 87
2, 832, Note_on_c, 0, 60, 85
2, 833, Note_off_c, 0, 62, 0
2, 896, Note_on_c, 0, 59, 74
2, 897, Note_off_c, 0, 60, 0
2, 960, Note_on_c, 0, 60, 80
2, 961, Note_off_c, 0, 59, 0
2, 1024, Note_on_c, 0, 64, 84
2, 1025, Note_off_c, 0, 60, 0
2, 1267, Note_off_c, 0, 64, 0
2, 1280, Note_on_c, 0, 65, 79
2, 1344, Note_on_c, 0, 64, 75
2, 1345, Note_off_c, 0, 65, 0
2, 1408, Note_on_c, 0, 63, 70
2, 1409, Note_off_c, 0, 64, 0
2, 1472, Note_on_c, 0, 64, 74
2, 1473, Note_off_c, 0, 63, 0
2, 1536, Note_on_c, 0, 71, 89
2, 1537, Note_off_c, 0, 64, 0
2, 1600, Note_on_c, 0, 69, 85
2, 1601, Note_off_c, 0, 71, 0
2, 1664, Note_on_c, 0, 68, 68
2, 1665, Note_off_c, 0, 69, 0
2, 1728, Note_on_c, 0, 69, 68
2, 1729, Note_off_c, 0, 68, 0
2, 1792, Note_on_c, 0, 71, 80
2, 1793, Note_off_c, 0, 69, 0
2, 1856, Note_on_c, 0, 69, 76
2, 1857, Note_off_c, 0, 71, 0
2, 1920, Note_on_c, 0, 68, 72
2, 1921, Note_off_c, 0, 69, 0
2, 1984, Note_on_c, 0, 69, 77
2, 1985, Note_off_c, 0, 68, 0
2, 2048, Note_on_c, 0, 72, 84
2, 2049, Note_off_c, 0, 69, 0
2, 2291, Note_off_c, 0, 72, 0
2, 2304, Note_on_c, 0, 69, 75
2, 2368, Note_off_c, 0, 69, 0
2, 2432, Note_on_c, 0, 72, 86
2, 2496, Note_off_c, 0, 72, 0
2, 2507, Note_on_c, 0, 67, 82
2, 2534, Note_on_c, 0, 69, 82
2, 2560, Note_on_c, 0, 71, 82
2, 2560, Note_off_c, 0, 67, 0
2, 2560, Note_off_c, 0, 69, 0
2, 2620, Note_off_c, 0, 71, 0
2, 2688, Note_on_c, 0, 69, 72
